ZCTA_GEOID10,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53
,2.534852397,4.590629692,1,0.438637698,0.464768056,0.075763797,0.874517911,1.887887936,0.096594245,1.833583571,0.404837323,0.036348267,0.521651261,0.096899255,0.239927845,3,3,0.012473067,0.185667288,0.886705145,0.603760099,2.214495146
0485003,91.9238531,101.3428438,31,32.24163841,20.71707335,13.07016677,14.73330308,86.12217319,18.04128824,35.73878541,11.69425773,9.807660033,18.66347995,9.105098465,16.9034769,85,144,0.47389198,8.197578645,18.7723367,45.25288506,35.19820915
0485004,71.33136385,81.83295172,19,30.03611229,14.8487069,10.858411,11.83568443,60.96863109,16.1151808,20.42523074,6.356722332,10.17295791,22.72392774,12.42359387,18.49411918,92,134,0.40022299,5.547754431,13.95896936,24.2360112,22.43344815
0485006,131.4905525,128.627098,72,41.36389149,31.48835642,16.29220341,12.88234954,149.0114647,31.14775208,74.7918361,35.11692321,20.69633192,61.48835202,36.96557055,60.60288868,169,324,1.369054542,15.8703383,36.95232147,99.04272864,77.79998649
0485007,77.53012434,87.68535615,21,40.52943614,30.38586651,7.629661626,9.784519511,69.03026345,27.08469735,36.21947963,15.45231651,7.340074928,19.59124502,17.48370773,19.73695884,72,179,1.175141449,13.04984612,20.36160929,83.86396849,62.06572693
0485008,309.4080994,369.0369698,167,121.8340759,56.94432661,29.70105498,31.55493088,237.3224086,79.22159745,193.8386724,74.71543576,40.97653643,175.1489137,102.2071133,172.2969782,416,1029,3.098311866,33.44409401,101.6320437,177.4733089,214.1451283
0485009,63.76299151,73.12603962,59,16.87314759,14.78929397,10.4015253,6.110968878,106.3617396,17.33755844,60.51296944,24.15871709,16.23673514,59.36837091,69.91900769,43.95994255,157,463,6.863561566,44.80639247,86.28057431,377.7023198,241.4281441
0485012,117.0410933,143.3291116,34,37.33553915,27.08792167,9.611961402,19.62979505,117.6221273,24.57653918,50.45597225,13.77964512,12.76591126,12.38996248,9.00045154,13.37442015,105,184,0.495155151,5.463857701,13.48756928,16.95061502,17.60235131
0485013,241.9381096,275.6336466,76,103.2540383,71.63593365,32.10610409,36.42824378,269.1395831,53.11002808,108.9291167,40.07834831,26.75431282,37.87976848,29.65206495,38.11276653,217,523,1.462627457,18.54587018,39.59266987,57.58281541,64.16395214
0485014,288.0932258,322.013966,100,81.36381936,63.32348991,35.83338199,29.89280821,261.7151502,51.31269074,118.5437961,40.83990566,28.45146777,50.00625112,41.76548186,53.61004709,318,615,1.533996724,12.98828897,37.56593941,75.43483397,78.71145907
0485015,213.6386617,236.4526661,88,61.18625465,48.64250281,22.40402473,22.90867217,221.9771307,32.17124255,123.3108212,50.88485993,21.61884459,77.36109221,63.57732346,76.44322667,250,781,2.820885191,34.63358456,69.10368609,169.2439702,143.6205505
0485016,407.0581377,474.3098235,118,134.2356787,79.97937186,45.45681893,51.63203881,305.5562509,73.78494939,141.4957428,53.46515302,43.98693013,89.56306167,49.68261206,82.47604256,393,775,1.647211167,19.73114217,56.14904292,106.391863,101.3981286
0485017,78.22173532,97.79731868,52,19.64563084,14.41751408,8.91520344,6.980945995,103.3216994,16.93685509,84.66546299,35.56646652,24.7630972,72.1254115,72.49829506,70.64265899,182,494,3.451099874,43.31335281,77.64539451,205.4404318,193.6514259
0485018,394.2900937,459.055705,112,161.6577551,70.93562681,31.4372245,65.65420133,269.0240745,66.40661809,115.5974981,41.62992293,38.53870101,60.88397276,38.9533738,65.8886062,395,604,1.453433961,16.09631635,48.25176962,62.4079071,71.83719917
0485019,68.39748499,71.1223105,49,16.45153585,14.88309019,10.20192349,8.480204506,94.8703415,10.66537395,71.10071301,25.37553159,9.92773501,47.22456393,51.89976696,39.29919148,133,398,2.618966047,28.79311588,57.96404651,169.9377971,125.7863075
0485020,319.3825509,378.4688159,96,105.8553248,66.48189088,32.52951348,47.14863318,265.8486555,53.66278432,125.1447212,43.84504249,40.62183097,73.16752355,49.7219978,72.8427128,259,733,1.566739293,21.46425582,46.97151644,58.46295296,71.81253768
