ZCTA_GEOID10,11-101,11-102,11-103,11-201,11-202,11-203,11-301,11-302,11-303,11-305,11-306,11-307,11-311,11-312,11-313,11-901,11-902,11-903,11-904,11-905,11-906,11-907,11-908,11-911,11-912,11-913,11-914,11-915,11-916,11-919,13-101,13-102,13-103,13-104,13-105,13-107,13-108,13-111,13-112,13-113,13-114,13-115,13-116,13-119,13-201,13-202,13-203,13-204,13-205,13-206,13-207,13-208,13-209,15-111,15-112,15-113,15-114,15-115,15-119,15-201,15-202,15-203,15-204,15-209,17-101,17-102,17-201,17-202,17-203,17-204,17-205,17-206,17-207,17-208,17-211,17-212,17-213,17-214,17-215,17-216,17-217,17-219,17-301,17-302,17-303,19-101,19-102,19-103,19-104,19-109,19-201,19-202,19-203,19-204,19-209,19-301,19-302,19-303,19-304,19-305,19-309,19-401,19-402,19-403,19-404,19-405,19-406,19-409,21-101,21-102,21-109,21-201,21-202,21-209,23-101,23-102,23-201,23-209,25-101,25-102,25-103,25-104,25-105,25-106,25-107,25-108,25-111,25-112,25-119,25-201,25-202,25-203,25-205,25-301,25-302,25-309,25-401,25-402,25-403,25-901,25-902,25-903,25-904,25-909,27-101,27-102,27-201,27-202,27-203,27-204,27-209,27-301,27-302,27-303,27-304,27-309,27-401,27-402,27-403,27-409,29-101,29-102,29-103,29-104,29-105,29-106,29-107,29-108,29-112,29-113,29-114,29-115,29-116,29-117,29-118,29-119,29-201,29-202,29-203,29-204,29-205,29-206,29-207,29-208,29-209,29-901,29-909,31-101,31-201,31-202,31-901,31-909,33-101,33-102,33-109,33-201,33-202,33-301,33-302,33-303,33-304,33-305,33-901,33-902,33-903,33-909,35-101,35-201,35-202,35-301,35-302,35-303,35-304,35-901,35-902,35-903,35-909,37-101,37-201,37-202,37-301,39-101,39-102,39-201,39-202,39-301,39-302,39-303,39-309,39-401,39-402,39-403,39-501,39-509,39-601,39-701,39-901,39-902,39-903,39-904,39-909,41-101,41-201,41-202,41-203,41-301,41-302,41-303,41-304,41-309,41-401,41-901,41-902,41-903,41-904,41-909,43-101,43-201,43-202,43-209,43-301,43-302,43-303,43-304,43-305,43-306,43-307,43-309,43-401,43-402,43-403,43-404,43-405,43-406,43-407,43-408,43-411,43-412,43-413,43-414,43-415,43-416,43-417,43-418,43-419,43-501,43-502,43-503,43-504,43-505,43-506,43-507,43-508,43-511,43-601,43-901,43-902,43-903,43-904,43-905,43-906,43-907,43-908,43-911,43-919,45-101,45-201,45-202,45-204,45-209,45-300,45-401,45-402,47-101,47-201,47-202,47-203,47-204,47-205,47-206,47-207,47-208,47-211,47-212,47-213,47-214,47-215,47-216,47-217,47-218,47-221,47-222,47-223,47-301,47-401,47-402,47-403,47-404,47-405,47-406,47-407,47-409,47-501,47-502,47-503,47-504,47-505,47-506,47-507,47-508,47-509,49-101,49-201,49-202,49-209,49-301,49-302,49-303,49-304,49-305,49-309,49-901,49-902,49-903,49-904,49-905,49-906,49-907,49-908,49-909,51-101,51-201,51-202,51-203,51-204,51-209,51-301,51-302,51-309,51-401,51-402,51-403,51-404,51-405,51-406,51-407,51-408,51-411,51-412,51-419,51-511,51-601,51-602,51-603,51-604,51-605,51-606,51-609,51-701,51-702,51-703,51-704,51-709,51-801,51-802,51-803,51-809,51-901,51-902,51-903,51-904,51-905,51-906,51-907,51-908,51-911,51-912,51-914,51-915,51-919,53-101,53-102,53-103,53-201,53-202,53-203,53-301,53-302,53-303,53-304,53-309,53-401,53-402,53-403,53-404,53-409,53-501,53-502,53-503,53-601,53-602,53-603,53-604,53-605,53-606,53-609,53-701,53-702,53-703,53-704,53-705,53-706,53-707,53-708,53-711,53-712,53-719
,0.088348584,0.667708162,0,0.028582185,0.320474014,0.020491584,0.09885502,0.463487014,0.454066635,0.016661505,0.012528853,0.008937801,0.009097961,0.048430285,0.017597998,0.000120773,0.013691307,0.000362319,0.074341352,0.000603865,0,0,0,0.014691185,0.026207729,0,0.006072665,0.000758138,0.000724638,0.142010825,0,0.066805862,0.3163827,0.087282782,0.010171385,0.179500882,0.036379647,0.54455593,0.016318765,0.003083115,0.040847909,0.143400068,0.389487666,0.391865508,0.818471754,0.011750684,0.013324357,0.108120458,0.451655154,0.032021432,0.730497635,0.086956522,0.111749476,0.001336005,0.145624582,0.289245157,0.199732799,0.337341349,0.012692051,0.000668003,0,0.010688043,0.002672011,0,0.008367587,0.014092777,0.014239577,0.000587199,0.001027598,0.001761597,0.11259542,0.007193188,0.040663535,0.023047563,0.007780388,0.001761597,0.002935995,0.020551967,0.000880799,0.004697592,0.000587199,0.049324721,0.005725191,0.105842631,0.014973576,0.004697592,0.053581914,0.032295948,0.007780388,0.002935995,0.00616559,0.005137992,0.016001174,0.070904287,0.015707575,0.011450382,0.000880799,0.02524956,0.000587199,0.04359953,0.044920728,0.002201996,0.019817968,0.002935995,0.0001468,0.0001468,0.002348796,0.095273048,0.057505132,0.011013163,0.005723946,0.000603792,0.000748702,0.000169062,0.528711097,0.002361687,0.264075536,0.079369591,0.02569738,0.025793986,0.012051685,0.018476029,0.01545707,0.034247072,0.060403333,0.019538703,0.011544499,0.082912692,0.131771525,0.050742664,0.473855815,0.247337278,0.11061466,0.014080425,0.032314938,0.189928753,0.001376645,0.019973433,0.009322546,0.00202874,0.001787224,0.026156261,0.24649197,0.023982611,0.00601879,0.007339988,0.003229595,0.017322372,0,0.0002936,0.0001468,0.0001468,0.0002936,0.032295948,0.00631239,0.007927187,0.005284792,0.000733999,0.001321198,0.007927187,0.00014935,0.001272293,0.011583096,0.000674892,0.037299059,0.105001044,0.013607771,0.00014935,0.20006013,0.000995758,0.911404206,0.006311503,0.000746752,0.022563427,0.002367618,0.005952114,0.099430129,0.001139567,0.116360795,0.020394676,0.103478322,0.076137019,0.039041568,0.000359567,0.026473975,0.006627184,0.024002406,0.240521411,0.005929949,0.01466958,0.001134025,0.142582358,0.000772854,2.41517E-05,0.000893612,4.83033E-05,2.41517E-05,0,2.41517E-05,0,0.000313972,0.00533752,0,4.83033E-05,0.016398986,0.012462263,0.051580005,0.159906676,0.057078171,0.000420433,0.198698056,0.000990216,0.024797962,0.017503207,0.005520865,0.000956968,0.0041987,0.003171002,0.085097209,0.001392758,0.007238287,0,0.007650738,0,0.002257057,0,0,0.005675846,0.010765285,0,0,0,0.000625108,4.97834E-05,0.000453592,0.000840866,0.139290523,0.007639388,0.039227102,0.020999487,0.00445307,0.210679156,0.881763391,0.035339129,0.27065989,0.184099661,0.003244997,0.006589479,0.001892915,0.844366171,0.189720278,0.123999299,0.115235389,0.044618713,0.056706221,0.031085311,0.238580147,0.000140292,0,0,0.000550433,0.002752167,0.098519212,0,0.006351452,0.000415509,0,0.000836384,0,0,0,0,0.304037192,0,0.004953901,0,0,0,0,0,0.006605202,0.019851667,0.001672768,0,0.0016513,0,0,0.000280584,0,0,0.005568737,0.09743294,2.084509742,0.016506884,0.018109883,0.00454376,0.003993326,0,0,0.000275217,0.071802474,0.004403468,0,0,0.00565536,0.000348189,0.001740947,0.000348189,0,0.009339362,0,0.000348189,0.000348189,0.018608323,0.000696379,0.000274499,0.010679657,0.000274499,0,0.016392972,0.006796145,0,0.02048652,0.000686248,0.000485439,0.006890098,0.012887525,0,0,0,0.001319067,0.002015446,0,0.001392758,0.068245125,0,0.000411749,0.003481894,0,0,0,0.003060014,0.000696379,0.00591922,0.002785515,0,0.00013725,0,0,0.000696379,0.000348189,0.069020842,0.072810796,0.022289666,0.039591629,0.123042999,0.034802351,0.044595407,0.042511189,0.001646994,0.003980236,0.009347168,0.088229238,0.007790899,0.019320377,0.008356546,0.023510193,0.13202931,0.000348189,0.143481117,0.052141292,0.000348189,0.022973142,0.000696379,0.001034437,0.081319749,0,0,0.001467351,0.001878197,0.000411749,0.008603423,0.032912667,0,0.003133705,0.000897187,0.002617872,0.001044568,0.025596558,0.001308936,0.049645512,0,0,0.021865277,0,0.005932061,0.000274499,0.00439102,0.001108127,0,0,0.004529234,0,0.002437326,0.001044568,0.002922765,0.001430055,0,0.003441369,0.002343373,0.000823497,0.00013725,0.160522094,0.007130975,0.004803733,0.033321326,0.006046338,0,0.011527548,0.039696751,0.007945516,0.041745756,0.037757359,0.303928256,0.00908059,0.356791525,0,0.00013725,0.579537794,0.003672572,0.008315796,0,0,0,0,0,0,0,0,0,0.000960747,0.001467351,0.002437326,0.005752281,0,0.056693352,0.004053926,0.004391985,0.001372495,0,0.083357526,0.695792979,0.002201027,0.000823497,0,0.00013725,0.00614099
0485003,3.169556621,27.15753031,0.727764486,0.656767366,6.201758109,1.025632106,4.51194276,4.900676319,9.092589989,0.945104872,0.708001879,1.073174399,0.178298731,1.534849631,0.394756429,0.012195132,0.453294484,9.128694603,1.958843927,0.926860127,0,0.533794305,0.619995976,8.461475061,0.712424633,0,0.389564254,0.930379671,0.130888686,5.387038229,1.048879837,4.421912249,4.652761399,3.448342104,0.904578709,6.100985612,1.573149092,8.403808572,1.523693841,0.907724777,1.334042068,3.724113572,6.199455832,13.7948085,16.51846735,0.49969809,0.844028034,1.477520112,7.981816691,0.610041471,10.97776751,1.950665381,2.444583026,0.162779953,5.364641111,8.00951287,6.203095095,7.691721254,1.991538153,0.296437971,0.022994461,0.957539281,0.284708935,0.015030916,0.245154745,0.647560538,1.349605339,0.033030213,0.202236452,0.142566272,3.319182221,1.611030773,5.25218098,0.655518887,3.589645461,0.06091948,0.291156272,2.616986534,0.358251351,0.558890214,0.08446693,2.03781141,1.599445707,7.049085509,0.536913124,0.536100289,1.550703602,0.689385607,1.879220058,0.177900682,0.327970606,0.117743273,0.646320847,1.905811203,0.455594481,0.295844717,0.044544204,4.658192492,0.024797551,0.897625084,1.103953902,0.439218452,1.07014324,0.458985868,0.080124128,0.272759887,0.296147053,2.787986123,5.192282023,3.746182351,3.939718603,0.142484326,0.033775544,0.015723926,8.652979509,0.626951518,3.922330452,1.531041597,1.11783601,1.122038401,0.524248279,0.818033929,0.672382562,1.489747615,2.631550719,0.849933583,0.502332322,3.606702089,5.748131479,2.687128487,20.6182487,10.78070935,4.929604086,0.629203652,1.736633008,8.468402532,0.482172226,2.067798472,0.520332695,0.092064529,0.094709597,1.722410076,11.12420143,1.085617367,0.581688038,3.286718035,0.445340734,2.855360276,0.35603128,0.395438311,0.06050511,0.626976571,0.750780321,4.133478018,2.435705456,0.814999343,0.648999808,0.332157386,0.125503757,0.191605796,0.075211843,0.307832633,0.224357341,0.073084535,0.803352763,2.372986474,0.306778733,0.02529692,2.844446893,0.218047418,15.73960797,0.138402914,0.016806623,0.473116282,0.070026448,0.175698646,1.542888717,0.512827848,1.803658154,1.209813377,2.357094369,2.237186856,0.943760742,0.127522005,0.397966965,0.345534518,0.39547743,6.616460923,0.126825854,0.416127222,0.191660492,4.343183242,0.253218923,0.092232889,0.133249654,0.47483142,0.019228418,0.665508914,0.170075006,0.00908891,0.024945611,1.197658905,0.027333461,1.434605253,4.239940803,1.065741866,1.323644787,3.872141114,1.297796401,1.355653512,2.433760472,4.374524764,0.69251348,1.359386457,1.066361935,0.631919766,0.255777266,0.514489838,4.933282842,0.260031515,3.39729427,1.281026232,0.470242768,0.015901816,0.235520885,4.28385777,0,0.570883874,1.395172502,0,0,0.002043527,0.034945696,0.067563527,0.434511014,0.114526317,1.652819957,2.074189933,2.853954152,0.341608118,1.074708812,7.123530376,14.88588142,6.330302778,9.164048984,4.457157668,2.819998933,4.667564825,1.522612358,16.22784331,9.111026332,0.816832231,0.399775199,0.699627242,5.576792334,1.197006003,9.392112582,0.57337237,0.03599458,0.020379546,1.129989572,2.30583572,9.970143458,0.660345227,0.987790568,0.481246673,1.895542131,0.185687149,0.219968496,0.035488251,1.778154046,0.18920949,14.42979688,1.653709747,0.932099499,1.17159552,1.011986019,1.419311135,0.716271453,0.190303244,0.788063586,0.996132491,5.054344556,1.803012582,1.871124096,0.169403418,0.282396849,2.664372405,0.506438031,1.899647197,1.232231812,2.855692946,18.79548623,0.309407105,26.15197229,0.365244386,2.133384529,0.054384895,1.645491814,0.56900279,19.33853001,0.256790373,0.036188562,0.125977518,2.708946164,0.029223137,0.08414573,0.001044568,0.070024677,0.226839339,0.001667292,0.038437245,0.022509991,0.673057788,0.016990514,0.075357228,0.789790698,0.136236994,0.133210353,0.882059437,0.801832609,0.102629494,0.987578029,0.00727095,0.055331741,0.28580417,0.752159061,0.023362927,0.004386083,0.107413899,0.242704016,0.024422039,0.004267425,0.245596488,0.561596309,0.023574309,0.023544355,0.026224384,0.996937592,0.024694262,0.053842347,0.076229419,0.003538202,0.022282828,0.022279958,0,0.000823497,0,0.004658726,0.003011823,0.002878692,1.638764286,0.493761907,2.424622651,0.949963463,0.814758637,0.841693847,0.635750363,0.411173796,0.061806307,0.167238639,0.319801883,0.85114314,0.075084407,1.172299205,1.723204448,0.29749361,4.221444246,0.014067633,1.658264232,3.044043053,0.086494565,2.185624414,0.092144527,0.232900829,6.292008679,0.49672697,1.190685409,0.566369905,0.603842868,0.272266091,1.240270331,1.329460663,0.093350811,0.03197627,0.325854656,0.396397289,0.225112653,1.308016714,0.33324297,0.863480725,3.512239361,1.426533205,0.866253946,0.023529412,0.732055629,0.100068058,0.806553584,2.988964548,0.475304542,0.039051775,1.481277559,0.044742249,0.571086392,0.110247766,0.831042767,0.227259276,0.300517421,0.451594334,0.174603354,0.064592332,0.023329348,2.266395094,0.90164767,0.418299201,1.362109338,0.650275111,0.262672492,0.251072736,2.679296164,0.041248458,0.575787907,0.829380879,1.610495781,0.222196863,1.783957624,0.158952603,1.258993466,9.805004787,0.490340275,0.134366566,0.001733785,0.001411101,0.02187206,0.079021637,0.006349953,0.028673772,0.021434468,0.014816557,0.02046096,2.851882876,0.114736035,0.046117246,0.118753133,0.016801039,0.310789158,0.070941477,0.075447044,0.059907537,0.00576974,1.669257133,12.31518669,0.022315883,0.338024116,0,0.008384827,0.067395717
0485004,2.372000348,22.28841947,0.424529283,0.393797081,5.474817817,0.566200588,3.22968229,4.533708588,7.01618731,1.075571203,0.522259844,1.130051106,0.152034474,1.127098173,0.322982577,0.007342692,0.848347097,5.197502655,1.702653557,2.27939369,0.196642686,0.168630282,0.207557681,4.409364432,0.466493577,0,0.310903671,0.964999385,0.090939841,3.851252451,0.419551935,3.469074832,4.356253988,2.576894278,0.544488901,5.226373471,1.125844531,7.174456516,0.831373156,0.392596763,0.851776598,3.28081358,5.310185946,10.22174724,13.56248596,0.32443233,0.566314304,1.181223009,8.485140229,0.493128612,8.036580435,1.42424942,1.977965685,0.114118049,3.014040349,5.77005329,3.567399288,4.745492017,1.127949099,0.086040036,0.013051261,0.401632956,0.151540485,0.008683171,0.28295843,0.490984608,1.389689464,0.018482434,0.346794404,0.197200675,3.140752341,1.288666772,4.886335168,0.889497662,2.955061211,0.062964203,0.303556116,2.82585861,0.368515365,0.468679893,0.086882719,1.726521897,1.469888503,6.35304456,0.48377726,0.27750461,1.446257906,0.492420935,1.288151037,0.124851238,0.254286804,0.098436093,0.747384045,1.837946051,0.3380876,0.24165587,0.05895839,1.698787864,0.025376004,0.621942324,0.824224743,0.129873529,0.884457049,0.562266199,0.100492587,0.210165467,0.331696055,2.253484501,4.343876049,3.257267292,3.021758714,0.195222288,0.025591799,0.014694859,7.020110423,0.374931578,3.2301092,1.210533233,0.783770076,0.78671658,0.36757638,0.577845546,0.471440647,1.044535684,1.92901291,0.595930443,0.352290478,2.528837097,4.039398608,2.703582544,14.4673698,7.560226003,3.498407302,0.450551457,1.511896975,6.034165336,0.060911921,0.807170526,0.407554109,0.063215836,0.072135367,0.927495525,8.16126581,0.765328133,0.89604655,3.301301536,0.87600452,1.998847951,0.078449762,0.261740363,0.042160313,0.046396624,1.258901215,2.739958102,2.680375202,0.590740171,0.555514083,0.576891891,0.082441014,0.129411508,0.066391311,0.264519675,0.124048457,0.066334048,1.056039112,1.489543641,0.201026883,0.020241764,2.155613343,0.433245892,4.940618314,0.078490014,0.008629221,0.26832364,0.033304404,0.106560862,0.753446728,0.452844485,0.652634627,0.572427038,2.444842202,1.058816699,0.36448722,0.262713539,0.172398025,2.124603886,0.253085717,2.594430212,0.082670828,0.239557582,0.174238405,3.265825305,0.30175708,0.115708649,0.239136119,0.603819634,0.023583171,0.863173615,0.212989899,0.011361138,0.023685938,1.381313502,0.023638496,0.58378099,4.872814152,0.916195526,1.733112358,4.121974174,2.79085496,1.25987936,5.840395685,3.545335255,0.403620704,1.272088708,1.0343078,0.459166655,0.263192083,0.69850693,9.230756941,0.123361305,2.37096869,1.120762787,0.695885559,0.025940407,0.617332644,3.722081716,0.011173184,0.390015598,1.705960138,0,0,0.001226116,0.032455595,0.064438781,1.298430389,0.808922247,1.851647334,1.10340873,3.014565775,0.406750299,1.623121883,8.222327094,15.97220313,11.60002691,12.51067566,4.213410992,1.875965338,3.116414911,1.295869767,16.40602323,7.611776956,0.736961251,1.554987815,0.529584352,4.971031492,1.3827411,8.336542759,0.597457502,0.04084385,0.017437171,1.065821733,2.339436076,9.682837136,0.258735168,1.186698234,0.470856401,1.510630615,0.149963373,0.024840397,0.02700579,1.469462679,0.113833891,10.86522097,1.381380851,0.925611767,0.462317969,1.385971949,1.547783015,0.57935608,0.150028062,0.679354701,1.10609689,5.272821446,0.834637064,1.833365495,0.092923662,0.334709118,2.429418173,0.191046152,0,1.401554936,2.22716369,10.87382078,1.019677008,30.48735899,0.356959903,2.157548383,0.195069759,1.123777584,1.123246475,21.73576287,0.262436344,0.191818483,0.116412433,3.362946229,0.023307936,0.047825923,0.001044568,0.070192329,0.216270281,0.000961742,0.019883942,0.02073627,0.505340378,0.011625588,0.028236616,0.608264439,0.004277222,0.078606095,0.711671545,0.732858777,0.034502425,0.627032779,0.005864268,0.020293479,0.196479043,0.396480746,0.009736748,0.005039827,0.040035724,0.101940561,0.022597249,0.002071264,0.106692226,0.38950873,0.009536554,0.008713415,0.020689471,0.510869106,0.018588015,0.02617887,0.041937442,0.004791053,0.036095206,0.02027452,0.116409094,0.01847236,0.035228677,0.004782633,0.028570934,0.007461355,1.3825084,0.302078245,0.676759882,0.470420833,0.351626473,1.530143554,0.466589564,0.293973934,0.084286076,0.246089333,0.136441813,0.736829394,0.033387413,0.841916751,0.644827486,0.147019868,4.519384147,0.007644824,1.087041373,1.78282601,0.040852545,0.76235276,0.046829237,0.100367401,3.416747893,0.434880495,1.175548589,0.514118483,0.269790723,0.271642233,0.667378973,0.641407085,0.094033712,0.022500866,0.300465892,0.226510977,0.115994164,0.677969387,0.157690517,0.527431976,0.693002752,0.23833668,0.420970195,0,0.046327779,0.065871622,0.519405368,1.84956706,0.286162548,0.024502835,1.011879363,0.030568602,0.226016093,0.129971431,0.400409554,0.237481461,0.3457434,0.518458792,0.12343159,0.106957133,0.028180251,1.39235529,0.028228237,0.031347828,1.026057992,0.40098559,0.066521755,0.074255501,1.665674576,0.016970302,0.399135289,0.960364512,0.681663712,0.108424985,0.714324339,0.021987418,2.694805211,5.447008087,0.402686604,0.132007896,0.001646282,0.00070555,0.01093603,0.041381976,0.003174976,0.016605383,0.015392177,0.007624541,0.01023048,0.746021711,0.062813142,0.026714612,0.058263896,0.0325666,0.147126981,0.085810262,0.059145092,0.13158836,0.00408258,1.198306092,7.903121084,0.01793983,0.195411953,0.014833127,0.010485689,0.052141392
0485006,4.558723147,36.22867595,0.849058567,0.537914914,7.801303467,1.024139377,6.410733242,5.781198209,12.36178711,1.913557324,0.831222311,1.573255056,0.222922125,2.14101488,0.499014765,0.015750843,0.852510246,12.78627621,1.934748444,4.726856144,0.393285372,0.420970943,0.425895189,16.74908031,0.70740748,0,0.465711176,2.83636357,0.164286601,6.276889529,0.209775967,5.184724102,5.163427689,4.637080995,1.206008969,9.432606817,1.575425716,8.79234037,1.337657617,1.098957735,1.680002863,5.243916645,7.463285328,17.37118448,18.76630409,0.606472009,0.963470737,2.110460116,14.41680992,0.89920473,15.10554823,1.746791166,3.615641669,0.339397917,10.68530941,20.26670218,14.2849824,20.36678226,3.810132619,0.196946055,0.041150973,1.512778487,0.46843673,0.027380972,0.603766526,0.767344421,1.543622611,0.051405663,0.240086302,0.231934092,5.956492034,1.786824582,5.670094743,1.196570967,3.584211001,0.113601155,0.357899638,3.502214003,0.056257283,0.351187831,0.072421366,3.291046767,2.355288399,8.824810868,0.806811239,0.773175173,2.954930002,1.323254417,2.101290817,0.30158136,0.474470171,0.240084616,1.277604979,3.441939098,0.825963009,0.587984016,0.095011662,4.584129456,0.047957652,1.752828144,2.061041758,0.579177374,1.685976776,0.59645199,0.050481979,0.08183357,0.495738585,5.155449819,7.258607219,4.459391133,4.256351433,0.236467841,0.060249813,0.021135967,7.450229276,0.72266208,3.157408535,1.552049651,1.927303466,1.934548968,0.903876343,1.457335448,1.15928028,2.568530371,4.653581681,1.465402729,0.86613065,6.218451878,9.933637807,5.369450606,35.56636017,18.57657478,8.451659448,1.087441676,3.175069155,14.88130383,0.955828323,2.262930296,0.99255842,0.161243316,0.210952452,2.935337631,19.40689541,1.889779538,0.967324275,5.527155812,1.115501287,4.80581868,0.15386602,0.48844429,1.037157568,0.482703347,0.874519321,6.402656092,2.930150138,1.520126362,3.33497958,0.540531239,0.26423415,0.702583923,0.192892356,0.847282268,0.574232322,0.198833516,1.924785019,5.359104182,0.66971104,0.072105075,5.789918182,0.685856329,26.38068602,0.279078594,0.03040504,0.952336571,0.08842286,0.551282043,2.887366117,1.381298885,2.803743252,3.525581663,5.437319637,7.48214366,1.833760486,0.419563213,0.712267995,2.960126485,0.751733287,22.61279257,0.345871905,0.962286902,0.535642396,10.66032943,0.503561449,0.186164277,0.395266815,1.021607287,0.038415556,1.391957022,0.341319336,0.01817782,0.046123561,2.348777302,0.037821593,0.752361492,11.63142092,1.983357484,4.340002005,12.05607399,5.201314322,4.268672123,11.03374843,12.71602622,2.264109954,4.050051376,3.155559114,1.58260299,0.820191484,2.229865416,25.1396847,0.488144685,9.107875752,3.952647278,1.804409667,0.037799207,0.816530154,13.15394615,0,1.697030045,5.158109491,0,0,0.00980893,0.117099248,0.192429026,1.630462205,0.334005886,5.646879477,9.215371215,9.999910695,1.50620623,5.330243771,15.70879179,45.88663252,16.15776405,27.17774203,5.57682307,3.675014182,3.152864515,2.115556472,20.56504966,16.08847904,1.791163316,1.810144925,0.894671326,6.623906373,1.775396729,22.40769104,1.906227093,0.099963366,0.045730949,2.51237852,5.188638439,21.2753809,1.539657659,2.367981567,1.108133459,6.424206091,0.498193871,0.669047462,0.096063204,3.792594648,0.448916115,33.46732522,3.566585352,2.061590176,2.998220901,2.411870357,2.602286922,2.413089557,0.642758673,1.590167126,2.509100312,11.93801023,3.258634529,3.863804851,0.322839627,0.628703472,4.415623292,0.500226441,0,3.304481289,7.971227073,54.57196514,0.725542368,50.05312571,0.843251087,4.219453306,0.122523258,4.855336964,1.186283342,40.55592959,0.632830897,0.097153462,0.268680423,5.020574664,0.064354122,0.102021863,0.002437326,0.178612799,0.550805503,0.002350469,0.069052742,0.399419719,1.591006328,0.03077809,0.084411711,3.478924984,0.067177388,0.288652984,2.669724289,1.307288637,0.093503109,1.508174869,0.045510028,0.037988599,0.510247659,0.902696414,0.020007143,0.023172033,0.069280538,0.357602117,0.129408274,0.00316519,0.33075313,0.860904037,0.012672247,0.017186971,0.051109143,1.023837176,0.036824631,0.052381427,0.133564479,0.014836355,0.048641449,0.037273361,0.003825807,0.006599667,0,0.010318673,0.00561474,0.005274627,3.113254127,1.011737028,0.946350632,1.404995834,1.045312376,3.327336128,1.350524686,0.873592045,0.241905385,0.564342086,0.357558801,1.267954213,0.143354269,3.09262465,1.359573273,0.524070538,12.80271489,0.022500432,3.502620083,6.705140042,0.312969453,3.155818081,0.23321036,0.502431224,14.96032678,1.163552512,2.087204259,1.720821602,1.267568091,0.676503405,2.618416552,2.802129218,0.099717448,0.065889591,0.858198836,0.790223001,0.527928497,2.809693227,0.792585569,2.131085801,8.62450549,3.305224131,1.462603818,0.016675563,0.644695166,0.300393162,1.178764968,4.424296896,0.645369736,0.074213516,6.980180856,0.257822303,0.599929946,0.361434164,0.859014961,0.267176643,0.362062829,1.232482925,0.674713507,0.579030245,0.348634298,5.082646451,0.510292516,0.470741046,3.021356181,1.463251465,0.331523409,0.74910393,7.933174963,0.046514936,1.415105181,1.99763638,1.693397774,0.235892722,1.783957624,0.207266853,5.461073791,19.62720661,2.131613306,0.315247053,0.007631751,0.005539676,0.022756755,0.084635109,0.007529546,0.064250406,0.070104278,0.021147048,0.02046096,7.573405952,0.259786087,0.055866549,0.139145759,0.076879183,0.384281543,0.32028743,0.182509,0.16107169,0.01397873,5.092392234,27.72565503,0.03977998,0.368990722,0,0.044560954,0.142427885
