ind_code
111000
112000
113102
113300
114000
115000
211000
212100
212200
212300
213000
221100
221200
221300
236100
236200
237130
237200
237300
237900
238110
238140
238160
238210
238220
238290
238310
238320
238900
311100
311200
311300
311400
311500
311600
311700
311800
311900
312100
312200
313000
314000
315000
316000
321100
321200
321900
322100
322200
323000
324000
325100
325200
325300
325400
325500
325600
325900
326100
326200
327100
327200
327300
327400
327900
331100
331200
331300
331400
331500
332100
332200
332300
332400
332500
332600
332710
332720
332800
332900
333100
333200
333300
333400
333500
333600
333900
334100
334200
334300
334400
334500
334600
335100
335200
335300
335900
336100
336200
336300
336400
336500
336600
336900
337110
337120
337200
337900
339100
339910
423100
423200
423300
423400
423500
423600
423700
423820
423900
424100
424200
424300
424400
424500
424600
424700
424800
424900
425000
441100
441200
441300
442100
442200
443000
444100
444200
445100
445200
445300
446110
447000
448100
448200
448300
451110
451200
452100
452900
453100
453200
453300
453900
454100
454200
454300
481100
481200
482000
483100
483200
484100
484200
485100
485200
485300
485400
485500
485900
486100
486200
486900
487100
487200
487900
488100
488200
488300
488400
488500
488900
491100
492100
492200
493000
511110
511200
512130
512200
515110
515120
515200
517100
517200
517400
517900
518000
519000
521000
522100
522290
522300
523100
523200
523900
524114
524120
524210
524290
525100
525900
531100
531200
531300
532100
532200
532300
532400
533000
541100
541200
541330
541380
541400
541500
541600
541710
541720
541800
541920
541940
551000
561100
561200
561320
561420
561510
561610
561620
561710
561730
561900
562100
562200
562900
611102
611103
611105
611202
611203
611205
611302
611303
611305
611402
611403
611405
611502
611503
611505
611603
611605
611703
611705
621100
621200
621310
621320
621330
621340
621390
621420
621500
621600
621910
621990
622102
622103
622105
622202
622203
622205
622302
622303
622305
623100
623210
623220
623300
623900
624120
624200
624300
624400
711110
711200
711300
711400
711500
712000
713100
713200
713940
721120
721200
721300
722300
722400
722511
811110
811120
811190
811200
811300
811400
812100
812200
812300
812900
813200
813300
813400
813930
814000
999100
999200
999300
