ZCTA_GEOID10,11-1,11-2,11-3,11-9,13-1,13-2,15-1,15-2,17-1,17-2,17-3,19-1,19-2,19-3,19-4,21-1,21-2,23-1,23-2,25-1,25-2,25-3,25-4,25-9,27-1,27-2,27-3,27-4,29-1,29-2,29-9,31-1,31-2,31-9,33-1,33-2,33-3,33-9,35-1,35-2,35-3,35-9,37-1,37-2,37-3,39-1,39-2,39-3,39-4,39-5,39-6,39-7,39-9,41-1,41-2,41-3,41-4,41-9,43-1,43-2,43-3,43-4,43-5,43-6,43-9,45-1,45-2,45-3,45-4,47-1,47-2,47-3,47-4,47-5,49-1,49-2,49-3,49-9,51-1,51-2,51-3,51-4,51-5,51-6,51-7,51-8,51-9,53-1,53-2,53-3,53-4,53-5,53-6,53-7
,0.756056746,0.369547783,1.129663073,0.279584796,2.226082218,2.364547473,0.985971944,0.014028056,0.022460364,0.289635937,0.126541398,0.101291838,0.113916618,0.126688197,0.122871403,0.074242241,0.001521555,0.531072784,0.343445127,0.437893974,0.882550417,0.236324115,0.030672624,0.300446806,0.013358779,0.020992366,0.046975925,0.015267176,1.320138363,0.482815618,0.03062959,0.240521411,0.020599529,0.143716383,0.001690617,7.2455E-05,0.005675643,0.028909552,0.051580005,0.216984847,0.224906668,0.028179741,0.003171002,0.086489966,0.007238287,0.007650738,0.002257057,0.016441131,0,0.000674892,0.000453592,0.000840866,0.21160957,0.210679156,1.18776241,1.040193223,0.189720278,0.371644933,0.238580147,0.000140292,0.109425158,0.33877203,2.204298887,0.018109883,0.090673605,0.000348189,0.011428498,0,0.000696379,0.018608323,0.079884493,0.001392758,0.075198782,0.010582932,0.069020842,0.134692091,0.250579176,0.432413037,0.052141292,0.106371896,0.001467351,0.078404861,0.049645512,0.032462857,0.005637362,0.007834714,0.269794254,0.087448632,0.669800371,0.59166341,0,0,0.067311057,0.798271675
0485003,31.05485142,7.88415758,23.33939501,29.64544909,58.03825616,43.30458767,29.42328844,1.576711565,0.892715283,22.16347879,9.18544434,4.833310238,3.45344041,7.02495795,5.40536475,12.87818298,0.191983796,9.279931028,5.453372049,19.08293699,39.01569063,10.83423919,3.070303392,14.11900299,3.868406073,4.11267571,8.761939708,1.298266748,23.86505443,11.13271903,0.741011948,6.616460923,0.542953076,4.534843733,0.478701466,0.494059838,2.067277346,6.767621384,1.323644787,5.169937515,8.856452228,3.313445424,0.514489838,5.193314357,3.39729427,1.751269,0.2514227,6.249914147,0.002043527,0.102509223,0.434511014,0.114526317,7.997280971,7.123530376,30.38023319,29.6951771,9.111026332,8.690033009,9.392112582,0.629746496,17.6165805,34.2605711,28.71507599,26.15197229,27.23394104,0.029223137,0.382054315,0.001667292,0.060947236,0.673057788,5.432807667,0.245596488,1.786642976,0.059473726,1.638764286,3.868348021,2.932421589,10.33280281,3.044043053,8.889173014,2.253782284,6.159791317,0.863480725,7.467233194,5.029340672,1.739636201,9.806404595,1.446417244,3.616650268,11.8476577,0.110388536,0.064924797,3.479540446,14.63263016
0485004,25.0849491,6.434815487,19.10957556,20.7020237,45.78143173,36.05151999,18.33905209,0.660947909,0.773943037,20.95545893,8.306710324,3.629185727,3.276140593,3.470945195,4.472435386,10.62290206,0.235508946,7.395042001,4.440642433,13.47735445,28.22958565,7.996613768,1.275636555,9.98944067,4.197348086,3.257202909,7.316371314,1.344258496,11.31293058,6.734610561,2.377689604,2.594430212,0.32222841,3.44006371,0.656601848,0.627402805,2.492524091,6.396429163,1.733112358,6.912829133,11.049231,3.028755246,0.69850693,9.354118247,2.37096869,1.816648345,0.643273051,5.829230636,0.001226116,0.096894376,1.298430389,0.808922247,7.999494021,8.222327094,40.0829057,26.90768423,7.611776956,9.175306011,8.336542759,0.655738523,16.66497874,28.65908902,18.57031351,30.48735899,30.62597846,0.023307936,0.335333101,0.000961742,0.040620211,0.505340378,3.637614392,0.106692226,1.026021603,0.272085833,1.3825084,1.44925896,2.972708935,8.154493069,1.78282601,4.367149835,2.124547567,3.445384529,0.527431976,1.983914395,3.202680408,0.993878539,5.808197936,1.376470103,1.504413036,8.698495216,0.057844815,0.039622101,1.083737422,9.67286546
0485006,41.63645766,9.363357758,31.73470502,48.75603206,70.3963953,58.23070266,69.75330678,2.246693216,1.371110947,28.00587004,11.98691051,7.45423177,6.260061873,9.128952689,8.645110093,15.97434978,0.31785362,8.172891356,4.709458186,33.08807962,67.96404501,19.14381466,4.211317039,24.60420835,6.494480087,7.600787845,12.21015526,4.842328892,44.59693142,26.48304491,3.711859772,22.61279257,1.308158807,11.19597183,1.084992541,1.060022843,4.146355041,14.40496149,4.340002005,17.25738832,30.28255673,9.608404964,2.229865416,25.62782938,9.107875752,5.757056945,0.854329361,20.00908569,0.00980893,0.309528274,1.630462205,0.334005886,31.69861139,15.70879179,89.22213861,35.0853079,16.08847904,12.89528267,22.40769104,2.051921407,40.9145705,78.33006564,72.4406087,50.05312571,57.802017,0.064354122,0.833877491,0.002350469,0.46847246,1.591006328,11.62771406,0.33075313,2.188480111,0.132384679,3.113254127,3.363083494,7.403012707,23.07297115,6.705140042,19.1647559,4.971578373,13.30885344,2.131085801,15.5328623,12.38188331,2.087555714,22.75901376,3.459256497,3.71324812,27.74240761,0.128092837,0.155501732,8.509826034,34.09165366
0485007,26.08230822,5.811517522,20.66637534,24.96992325,46.1828004,41.50255575,19.87640104,1.123598964,1.458144222,27.88958592,11.18170599,6.756536282,6.913393595,8.340455719,8.375480918,7.354952077,0.274709549,6.152437832,3.632081679,15.49344432,31.43482031,8.939447518,2.063092508,11.09945879,5.26345697,4.833319499,13.84221436,3.145706522,21.95870336,12.45192023,1.808856039,11.05969446,0.563816689,3.82880537,0.375266087,0.25693892,1.175683175,5.532186746,1.272196965,5.389255201,10.1745448,2.755248053,1.040853699,11.07033446,5.372519562,1.556575122,0.610904366,4.063007697,0.002860938,0.073124326,2.603864819,1.214619627,9.612001949,6.473533168,33.09477157,19.83486839,5.898910005,6.697916869,11.3365771,0.981402171,20.56039397,44.51263649,33.07658645,33.06663572,35.4657681,0.05724113,1.020774725,0.002542271,0.094583323,1.25555027,9.572773604,0.347399118,1.779312059,0.094811067,1.709440678,1.457488073,3.07741924,14.1172613,5.613720516,14.65130734,7.57796717,10.70652935,1.314829334,15.11173161,7.800732724,1.246794972,19.84035547,2.607469142,3.577038343,24.15471748,0.103271172,0.065983081,7.954017857,23.60322985
0485008,107.3352701,25.5163562,83.52173168,93.03474135,195.1918277,173.845142,160.1889282,6.811071817,3.214898549,84.71550386,33.90367353,13.51808815,12.04444404,15.69815658,15.68363785,29.118186,0.582868977,18.82066355,12.73426733,53.05272518,107.6285575,31.49154153,7.042590883,38.10699352,22.36835347,9.016990484,33.22096592,14.61528757,116.5900921,63.80241601,13.44616425,48.94676056,2.423144073,23.34553112,1.811441964,0.447934597,2.424031132,36.29312874,12.32576605,49.23276457,83.94446518,29.64591789,5.6043398,77.9616995,18.64107399,19.89867418,3.186831347,59.82974105,0.196813085,2.273503363,11.69142095,2.207628836,73.01236535,36.28854113,196.8063204,114.520512,30.97280649,37.41181999,71.78470956,5.915707938,130.9825355,242.584165,266.1054953,141.7090915,169.9182952,0.178092764,2.655697958,0.004700937,0.259820207,2.879439077,24.00072117,0.895858148,5.30038418,0.367691436,8.8814559,10.24803447,24.7166644,57.78588889,12.12154784,42.15982232,13.56644144,30.53300717,3.313702168,18.01142755,3.257948553,5.057854268,49.45155761,8.976783699,38.37098513,76.96154883,0.255683694,0.220143974,14.43652924,74.92345369
0485009,23.92001903,5.287789408,17.32249158,17.23269149,37.78879885,35.33724077,56.41180111,2.588198886,0.832371338,11.33355403,4.707222221,3.035445151,2.901008364,5.077698371,3.775142087,10.21124702,0.190278282,3.685539814,2.425429064,24.18925942,49.20035181,13.77730832,2.046530115,17.14828989,5.095141938,2.826397188,6.648969996,2.767049314,34.53394388,20.51558222,5.463443343,16.05071378,0.776176716,7.331826601,1.111038039,0.763973181,3.053642743,11.30808118,4.631609773,18.71082916,27.69492141,8.331010571,3.795838395,51.90720919,14.21596011,4.324815405,1.966724508,12.46551493,0.185778039,1.528233155,2.181815608,0.590630036,20.71643087,14.72045015,85.04636651,32.2145046,10.79452933,14.22414941,31.35244882,1.846191851,51.84955847,101.3692989,129.4259345,66.93706383,80.21950356,0.308187073,5.067420528,0.012514089,1.475439877,3.912860726,35.07632818,1.081956039,4.425453872,0.30979365,7.289402685,5.521845246,12.87888153,60.59044485,25.25988828,62.44742738,49.78131466,49.30080849,5.36786149,34.77395969,41.71602606,5.485925248,103.5691085,10.26874679,3.520593653,92.96089699,0.257809822,0.409794039,13.29801321,120.7122896
0485012,36.50596298,9.334773278,31.87420546,39.32615161,76.31073613,67.0183755,33.06080188,0.939198119,1.031304268,26.27346334,10.03077155,6.501014095,5.08103809,8.497871554,7.007997927,9.459047282,0.15291412,12.08038222,7.549412832,26.77668708,54.22894039,15.11654537,2.629615888,18.87033862,4.753486843,3.808339793,11.25004234,4.764670211,30.12917809,14.8716196,5.455174561,7.707503826,0.637600411,5.434540881,0.522177873,0.376668833,1.718335438,10.14872911,0.917335523,3.701831042,6.271766791,1.499029124,0.486755448,6.77613551,1.737560582,0.741439303,0.552650501,2.374688627,0.002860938,1.041233825,0.429020454,0.757014927,7.475511575,8.407928066,39.12809472,37.38174685,9.076638333,11.00559204,12.46754839,1.201967781,24.37213908,44.99762006,27.15584185,36.794896,37.00998684,0.034760282,0.36750802,0.001250128,0.091636721,0.574029963,3.812855649,0.129520131,0.928974654,0.018477304,1.283161334,2.917515982,1.743377985,7.543513976,1.249544441,2.918119324,3.39072771,1.148585644,0.698367949,0.643255229,0.963749325,1.097061732,4.841203669,0.815459144,0.879479837,7.213163004,0.06420508,0.039564448,0.634064123,7.956415673
0485013,77.2385063,18.40284927,62.65385757,83.6428965,152.3172424,123.3164042,73.37604494,2.623955057,3.097141083,72.00471541,28.15218178,18.39210101,14.6830093,19.55142221,19.00940114,31.30240564,0.803698449,22.76307906,13.66516472,60.92832242,123.2673421,34.51625578,7.315220939,43.11244186,11.62374484,7.514846205,28.0925984,5.878838635,68.79532188,33.99218498,6.141609832,23.98681131,1.818911761,14.27262524,1.636782437,1.711877294,7.285953121,16.11969997,2.846773257,11.58513951,18.30566264,5.142193068,1.688182328,21.25145293,6.712429697,2.645594002,1.063691238,9.805555352,0.011443752,0.175738184,0.774730501,1.353561464,22.28245204,19.68477594,106.5072422,60.63967705,15.0181693,15.1501355,34.09710817,3.127929711,59.64578818,131.6286356,97.03893229,94.27173871,103.1898674,0.094199714,1.129105979,0.004392909,0.234928854,1.802631721,11.76139979,0.369452,4.507113498,0.105273165,3.671351434,4.694776511,8.829398932,22.39714299,4.012431426,12.6267048,4.559574955,9.325780554,2.53213195,1.991165988,1.981771704,3.610432127,16.9428219,2.642089016,5.453477966,27.83216114,0.324127707,0.237446674,2.003412496,25.67123714
0485014,94.65265177,24.88931403,75.38050381,93.17075617,169.0126454,153.0013206,96.82736374,3.172636262,3.301432491,54.94468456,23.11770231,14.93076852,14.32938834,16.78231557,17.28101748,34.95441503,0.878966957,18.13688079,11.75592743,58.86220082,120.0161702,33.47016158,7.008848065,42.35776956,11.55017515,7.284965685,21.1342316,11.3433183,78.15551394,37.21003384,3.178248342,24.74877061,1.803148382,14.28798667,1.453518617,1.278559824,5.426377499,20.29301183,3.912811794,16.17112942,23.11430939,6.808000508,2.326619282,31.37890662,8.059955961,4.60135732,0.464340856,14.96796984,0.101471833,1.942999499,1.8808198,0.395964341,29.2551236,27.43783108,151.2836119,83.38659617,29.1391924,26.75276843,40.8053716,3.699988485,78.94037354,150.7492474,122.2149405,105.8718082,112.7182703,0.087521377,1.30307887,0.003323397,0.140073081,1.104037705,8.46638183,0.221036805,3.109677218,0.087155407,3.387863263,3.003567935,7.128371488,24.04613673,5.234921998,16.02772944,6.330021328,13.6997628,2.741727204,6.16446889,2.472039912,2.795645038,19.96851736,3.29406188,7.403893226,29.13504171,0.215352595,0.186975629,4.662612112,33.81352192
0485015,66.26042024,15.61491031,55.35276782,76.41056336,126.9880011,109.464665,84.48036829,3.519631711,2.302611233,42.03060027,16.85304314,11.18791295,10.48671289,14.31757875,12.65029821,21.96895115,0.435073576,14.08251693,8.826155246,50.55297943,102.8626084,28.50076256,4.284095092,35.77668515,7.46907781,6.071561251,13.26056881,5.370034674,71.18735893,40.13292021,11.99054205,35.01908258,1.848614757,14.01716259,1.078128686,0.452874399,2.193963331,17.89387818,5.507026243,22.28078366,37.60495097,11.96833133,3.600929412,45.39167367,14.58472038,7.989887104,1.002270952,22.97411485,0.012669868,0.396980069,3.031620087,0.431548141,40.6041356,21.31460039,125.3830089,61.56660487,17.31820202,24.41758384,52.81331575,4.513216871,94.6108965,182.3295226,168.6217505,132.2986321,145.8126656,0.15967253,2.369398584,0.005171304,0.286642773,3.426139888,25.57414164,0.651788402,4.75083388,0.230680757,6.188568608,4.630833719,13.47356385,44.81071991,11.44000212,32.59301956,12.41114601,24.22812993,5.564364215,16.60167932,11.55430632,5.571030752,49.28029196,6.39486762,5.749525797,63.89101921,0.282113421,0.193094647,8.664468592,58.44546121
0485016,124.1730843,31.90178828,107.8048992,143.178366,236.9865161,237.3233073,112.9200507,5.079949252,4.329291527,93.25825207,36.64813515,19.73888777,17.71721343,19.9896112,22.53365946,44.39220526,1.064613671,31.67334322,19.95869559,68.88954553,139.6747173,39.1100372,8.176688822,49.70526207,20.58215872,12.40402388,29.38411184,11.41465495,88.32619454,47.22639272,5.943155495,35.15579035,2.033807743,16.27555493,3.177201937,2.085430561,8.759096791,29.96520084,6.545657909,26.81064914,41.88306653,14.32368809,2.827837755,37.55126754,9.303506767,8.854434663,1.260510243,29.8109918,0.012669868,0.490342913,2.54313817,1.021504055,38.48245085,33.22726399,170.6040987,116.1226213,39.18416355,33.86185247,53.00737833,4.472745105,97.56588922,189.308851,173.8125859,123.8075345,133.025016,0.102221922,1.210245074,0.003922543,0.330821628,1.795067607,13.20109032,0.376045393,4.21433312,0.14460573,4.993149179,5.979440993,12.56406006,32.61239268,7.534865111,21.63355439,5.824033176,16.88407789,2.321320751,9.745428391,9.301635799,5.272746041,27.87420149,3.899763536,13.46559287,39.17407762,0.279735946,0.175724824,5.961354004,38.44187986
0485017,26.61209663,6.065822721,22.0606221,23.48319387,47.79181808,50.00550061,50.12124623,1.878753771,0.758484781,13.56873143,5.318414623,3.186014284,2.763313784,4.983016193,3.485169817,8.745158007,0.170045433,4.107655667,2.873290328,23.55044881,47.80245889,13.22648627,2.054771983,16.6875334,4.909428603,1.715754192,7.038346217,3.273326074,47.59055047,26.29493489,10.77997762,26.61567202,1.154994895,7.7957996,1.635026798,0.701546107,2.666626516,19.75989778,5.236478836,21.42381556,34.21662222,11.24849488,4.138766421,53.53001979,14.82950885,7.455531565,1.453985341,20.61425644,0.187821566,1.67626717,5.065937435,0.368649311,33.82021016,16.61039832,100.3067159,38.950535,11.13609954,14.99625126,34.76649323,2.893716656,58.82744784,107.3012409,141.5136749,69.1245675,79.57285899,0.168397276,2.864934447,0.004538599,0.413229553,4.322800228,34.79509735,1.121625799,2.884992691,0.188836739,6.345855183,6.20889361,14.69606496,50.39458076,13.42603124,41.50052318,17.88747792,30.92216478,2.876303861,22.59566311,15.25175644,3.703667511,57.27684378,8.381576223,2.240136908,88.008305,0.196319413,0.391910088,10.0296444,84.4035339
0485018,127.2322386,35.80386577,105.7241732,125.5298161,242.4864891,216.5692159,106.6019387,5.398061259,3.790713507,112.9392379,44.92780372,16.46061839,16.55498358,17.54818824,20.3718366,30.7042531,0.732971398,40.6312047,25.02299663,60.44532576,123.3428903,34.67690467,6.600591856,43.95836193,19.18522428,8.279602282,30.56855584,8.373235697,73.36881713,38.36755989,3.861121083,26.27160763,1.673114561,13.68520074,2.618691496,2.349219011,10.17782173,23.39296878,4.341581354,17.33526607,30.26387454,8.943250802,2.263804863,28.34655721,8.34301173,5.696022016,0.905918513,21.95164619,0.017165628,0.392211429,1.312727094,0.994744063,34.61817127,32.64950215,140.5269966,143.7969688,42.80316196,35.22337043,40.83842627,3.502134494,72.93020062,145.2410199,133.676812,98.36529673,109.4461099,0.097871463,1.198345874,0.003601962,0.153614661,1.66308229,10.12520207,0.208872092,3.966148722,0.133011174,4.446104322,7.176430683,9.715302065,26.91393255,4.592263302,15.06336801,4.873191164,10.8572739,2.790321256,3.142644602,0.47677304,4.79713839,15.81493344,3.118504737,8.069330866,27.3911958,0.270965939,0.234319537,3.296326169,29.45655613
0485019,23.6455595,5.199086226,16.3209762,23.23186307,37.30344337,33.81886713,47.16529322,1.834706779,0.543834123,11.16989865,4.737803078,3.840184807,2.627643258,4.710184391,3.705077735,9.974883791,0.227039694,5.168422859,3.311781646,21.8272755,43.87201903,12.04598366,1.911294842,15.21376848,3.177027269,1.771252605,4.39506015,1.32203393,42.64429923,21.10156584,7.354847936,17.93130996,0.808233214,6.635988416,0.936368428,0.73424441,3.037205004,5.219917167,3.377504988,13.68318461,23.89028378,6.273590548,3.000189484,38.82258906,10.07698842,3.632499791,0.502111629,12.17848274,0.005313171,0.188638881,1.127144276,0.193827639,21.47117335,12.83472032,72.54648575,24.43344141,9.934368578,13.25098394,27.69909194,1.746921076,44.86646386,84.60264251,111.7028461,59.31932231,68.06271223,0.147607834,2.209795993,0.003973014,0.257589206,2.693923519,22.53067791,0.775882603,2.635241252,0.157390591,4.850772912,5.375546922,10.54751446,37.19021221,11.30315723,39.9370196,16.19116824,31.06770106,3.444128691,11.60845016,9.736161343,2.556934031,44.09307676,5.537673519,3.234026887,53.49068766,0.125100062,0.10509839,4.829005881,58.46471509
0485020,98.68826903,24.28480297,86.3409836,110.0684953,195.0433788,183.4254371,92.54312309,3.45687691,3.010688087,73.13809168,29.70654503,16.20918786,14.20331206,18.39694861,17.67244235,31.77022981,0.759283672,29.25379921,17.89483397,60.11084249,122.3323603,34.64275079,5.764954404,42.99774757,12.8030391,8.359668176,23.38713092,9.11294612,80.36904369,38.82915281,5.946524669,28.62199929,1.754097584,13.46894562,2.359998699,1.663900518,8.072368171,28.52556358,5.370222682,21.60083469,35.15823224,11.03823393,2.792762991,39.11921678,7.810018032,7.496984849,1.030314475,24.06083844,0.010626341,0.392920837,4.346254944,0.359147504,35.14562541,22.41257779,122.6454642,70.5662635,21.46546932,21.91022522,49.656959,4.015875826,86.97518116,167.048882,171.548082,123.4424875,130.3125325,0.093910592,1.310847151,0.004692482,0.157289067,2.135746469,13.62546508,0.316406847,5.26054871,0.126088714,4.265185038,4.527579003,8.563094163,29.61565823,4.320422001,12.99523249,6.037339372,11.22104871,0.952898144,4.106892398,0.744986952,5.130324818,12.95380808,2.724215188,5.690911059,34.29978304,0.364558639,0.281775891,3.313729211,25.13756465
0485021,81.32191006,20.68789554,65.98660145,88.45802981,158.5268681,131.1797598,96.05403053,3.945969467,3.902253124,68.91393651,28.7302002,15.21885474,13.95849775,18.81080063,17.64416687,25.87743326,0.495182805,23.71492242,15.12401284,63.41273811,128.5948734,35.43134098,5.180150296,44.52003131,14.94312306,8.548880662,25.01620766,12.3130788,74.69132369,44.13274795,21.65453705,41.34369574,1.858232218,13.91609484,2.149980585,1.86961648,7.761256225,18.70739655,5.462976711,22.98993357,40.05991814,9.505818154,3.285003504,42.2877834,12.2810356,5.72954554,1.056668392,17.75133336,0.015530806,1.320594647,7.855696599,0.486464813,40.16888776,25.42843051,137.0395786,75.43975216,29.40113112,24.69110756,51.48532221,3.760378986,87.82670469,169.3488888,193.7925438,117.491177,130.2949845,0.139605384,1.850785878,0.004616906,0.207312038,2.919789296,21.72458789,0.898280834,4.857471354,0.134756704,5.175520583,4.127286934,13.17975679,35.41049403,6.954305118,21.4909709,8.763567049,15.58242938,4.408565828,9.377476541,3.185361135,4.132429021,29.39682364,4.429129357,7.690632657,50.61740653,0.341331052,0.396564498,4.507817994,47.24110217
0485022,184.4674455,45.87825471,149.1924498,179.197255,325.8650581,322.9257532,212.6046866,8.395313404,5.013206057,135.3833873,51.40164924,17.9489708,17.98473106,18.33351984,22.26274813,53.57982872,2.187278567,32.59052949,21.88325416,115.7909897,233.8695151,64.43724861,11.01630642,81.0315748,21.49373261,12.03718475,46.51221075,16.62865943,129.3694955,66.98809117,21.86184595,49.61770352,2.98616251,22.55898736,3.944658902,3.151666108,13.62548252,34.36545061,8.768307053,36.79284273,63.51985249,16.18629456,3.035728995,41.01215088,10.895451,7.232434397,0.850339719,25.41937303,0.01961786,2.478035102,3.108527759,0.475330784,56.7667585,49.28948226,272.1626893,134.8061266,47.56229436,44.17940749,86.79627093,6.874300237,141.6798709,270.1476852,364.603091,175.3096964,196.5890854,0.125044175,1.678128833,0.004521688,0.138542731,3.639359444,23.92825395,0.683280943,6.389914637,0.247862696,7.002454808,7.202166427,22.1073574,38.11624704,8.277541423,28.91858702,5.900981326,25.77508291,4.687532192,3.794392513,0.944248861,6.464285611,29.28691724,4.328605507,11.15628327,43.30316644,0.414793111,0.504819382,4.179311636,42.85698592
0485023,97.02423192,22.7171094,77.92475593,104.4822904,166.1746289,170.3607877,124.6268681,5.373131941,2.769193273,70.27251973,26.55151727,10.15430214,9.544303124,11.506759,13.21861653,25.15020107,0.532032218,15.78412619,10.53206955,53.71151024,108.3493906,30.29645596,7.015311128,37.78051174,11.23468669,8.027241758,26.19871485,8.52214563,68.17038372,36.27457081,9.500098604,26.83088642,1.411366931,10.34889222,1.698552246,1.379016974,5.77646218,21.31055565,4.92414871,20.18529817,39.62067621,9.148148086,2.58347359,34.32865556,10.2112198,5.412076683,0.659017191,18.29838423,0.010217636,2.32665359,4.456025049,0.324760302,36.09839545,32.32054199,178.7868545,104.2989734,26.10772791,34.48590213,57.48859292,4.098271265,91.40085426,167.9482987,233.2718331,113.2823074,127.5098423,0.11848185,1.596711683,0.004157726,0.163111865,2.310924429,16.13623939,0.432781967,5.483940723,0.165903642,5.458823671,3.803766338,16.92123873,31.60349222,8.014722767,28.43834963,7.357320972,24.64039692,2.728804541,5.880403612,1.817134922,4.035161879,32.50835229,4.994349454,4.817398321,41.58410135,0.297434885,0.187068501,3.130496176,46.24558061
0485024,132.9262856,30.66682554,98.45142175,122.844597,216.2442754,214.0577862,148.9456118,6.05438825,2.379689734,73.71778493,28.87044862,11.4236976,9.720595623,14.35315593,12.79807998,37.57058519,0.98228745,20.85512387,13.95368456,70.72449812,142.0995836,38.95341454,6.808177198,49.11772309,15.5471612,7.654752044,39.35892551,11.17570883,82.15044244,39.19005333,11.83688129,26.37041647,1.889137846,14.79694465,3.986761142,3.473958756,13.82707199,27.45593889,4.792160521,19.71988032,31.99733497,9.188399302,1.947676912,26.55588609,6.376496537,4.910492572,0.457060235,15.702102,0.011852457,0.247224057,3.230189074,0.215121078,25.2943074,28.52523469,151.0671124,89.76815837,30.37953718,27.25995736,49.03281563,3.881128881,85.96595117,151.2162416,186.699864,100.6436313,111.5603674,0.065141907,0.631156349,0.003110587,0.254105951,2.19465704,14.96929356,0.315635344,3.734693044,0.130639895,3.690396836,3.206677004,8.615340315,22.97364712,4.646576888,19.38259958,2.538327236,11.89814269,1.07292949,0.902595538,2.905769473,4.456950535,15.84836078,2.167420376,2.089798675,22.11489394,0.247008158,0.207473231,1.78877691,19.06782202
0485027,116.7305858,30.47174719,102.1110298,97.69855121,205.0945501,245.8310967,243.4260664,9.573933634,3.202672607,108.2980598,39.70912426,11.05865247,11.13167956,12.76535912,14.47038602,28.67855652,0.595419655,17.40084774,12.66159139,69.37594899,139.3757131,38.86333312,7.413529161,48.34741599,19.25625976,8.137800225,37.12579435,11.84421185,99.24178667,51.06175582,9.020128407,32.74864117,2.023795611,16.2904642,3.684410383,3.422526101,14.37532974,31.86781728,7.00813408,28.09866902,53.57938075,13.36664786,3.577638309,46.8951186,14.54394485,5.950679047,0.971725541,18.79968515,0.107193709,1.998401612,4.189465028,0.423200914,50.12024541,40.01762809,215.6738079,137.665107,30.16976965,40.47368739,84.10721472,5.539798752,151.1414597,257.0324509,317.7428206,170.4471498,196.9891054,0.157037269,2.317763989,0.005985991,0.206048752,3.444024733,24.06658162,0.606700048,7.496005305,0.2936636,7.799280361,7.96769674,19.02269021,47.99902609,11.34527643,43.12582532,7.487649792,36.01887789,2.355178941,7.907598451,3.382750869,9.286988173,39.24093918,6.652640296,6.794679069,60.08384286,0.47786585,1.232506107,4.515808829,62.69236547
0485028,88.23860689,20.72089599,68.24963656,96.26117736,156.0274327,136.6581538,99.79162001,4.208379987,2.954915649,83.17161919,30.7000891,13.83337792,12.64775365,15.93325389,15.86089745,21.91067729,0.505564172,20.17319699,12.67089972,47.32198608,96.24335982,26.89068206,4.429700574,33.88086507,12.41714827,4.081587823,27.85995111,5.539405964,45.36297514,22.89599975,6.319596226,13.25731186,0.939013153,9.302594502,2.857613867,2.631418505,11.24852117,16.07961139,2.923946442,12.18589428,18.73352338,4.345750224,1.14784895,15.00298383,4.374856459,3.135250385,0.388796129,10.79220846,0.011035046,0.205215414,2.341563964,0.164071704,22.69525394,14.71766582,67.53696888,59.38532478,20.41755965,14.94248086,26.55566514,2.117205413,44.50980662,82.73471699,113.5690462,60.93495228,62.57860737,0.058331375,0.578734561,0.002939793,0.101769995,0.871953556,5.040026863,0.078278215,3.201299278,0.050123181,2.884022581,2.451447622,9.082100155,14.28338061,2.025477219,5.947456122,1.72640123,4.672150017,0.640260692,1.150122995,0.110203154,3.305949665,6.712142877,1.91157363,4.553528262,13.81449146,0.245137001,0.195287008,1.615792823,15.16392883
0485029,93.61733276,24.04360242,75.24009995,85.17013686,166.7636347,165.036433,171.7161045,7.283895498,2.046774053,56.99034123,22.84346963,10.00795094,9.527960858,10.91697469,11.62200247,24.84369493,0.399809499,16.05084362,11.07791673,77.34759889,156.5136868,42.45756248,6.335244281,53.86420636,12.48741914,9.045367734,22.19788137,10.31385788,105.6267504,52.88215835,14.3751348,45.69456557,2.138472585,16.32824225,3.125383753,2.466689024,10.19974809,24.44637585,9.168272091,36.94399922,61.66342688,15.3585641,5.264282629,63.09254659,19.54601873,7.016039702,1.650635399,21.65746897,0.013487279,2.377016191,10.1407412,1.191417053,53.77360795,41.98319163,224.3848392,129.5330627,30.22298203,52.8759244,73.7631709,5.030934259,126.329019,238.9806684,294.8068102,152.946859,180.1425383,0.271819211,3.616059596,0.007727493,0.31853525,4.985260239,33.79265551,0.866939559,9.155877022,0.35256333,9.566984753,8.319321676,24.22562545,61.5698845,14.73684557,49.90688513,11.10118217,40.68668177,7.735626079,11.96853115,5.426349913,8.792686996,60.17370634,9.16803389,9.066268354,93.76831869,0.584740285,0.509308882,5.337305709,85.08542756
0485031,18.37009863,4.455760155,14.21493559,12.81094932,28.73383266,29.2035138,36.80068815,1.199311855,0.413578363,10.95257932,4.261639212,2.868546625,2.239618418,3.772127633,3.059214672,5.930526748,0.142809567,2.486856974,1.724052864,14.47451498,29.26148917,8.406095633,1.4943229,10.14891296,1.448200378,1.969897838,3.57523336,1.439364186,43.26880416,24.30520304,6.395235261,19.91859825,1.004191915,7.251877434,0.818018992,0.150029783,1.275156507,10.89812276,3.565222398,14.89216537,22.17772601,6.751605695,3.305474727,40.35793372,14.94048536,2.786875001,0.266783704,8.516038587,0.004904465,0.166822151,1.52979484,0.254081336,17.94407038,13.92811343,88.89976442,17.78818657,4.594990155,9.788945435,36.95627483,2.148960039,52.12771721,103.7654184,169.6412229,65.78542143,76.57498519,0.186093318,3.287841905,0.007859264,0.492519589,2.962888282,27.57730245,0.936742663,3.057846169,0.194575836,6.399433737,5.494059918,14.49124159,50.40460775,18.04273816,56.55354764,30.15421396,49.897789,2.753110688,25.72965425,20.48820548,2.845405451,71.83410141,8.922799294,3.299890975,70.36447026,0.191326075,0.246339576,8.727052304,99.85244919
